epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP95(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
162,1363.67,0.95962,0.91708,1.43342,0.72856,0.73555,0.76601,0.62784,0.01913,0.53308,1.20665,0.94324,1.66717,0.000501906,0.000501906,0.000501906
163,1372.83,0.96529,0.92549,1.44115,0.78522,0.73186,0.80357,0.6443,0.01472,0.55493,1.18711,0.9075,1.64327,0.000498813,0.000498813,0.000498813
164,1382.47,0.99743,0.95564,1.46042,0.71168,0.74075,0.79562,0.63647,0.0087,0.54164,1.16155,0.90445,1.63372,0.000495719,0.000495719,0.000495719
165,1392.49,0.96075,0.91818,1.43549,0.89643,0.67749,0.80021,0.6339,0.0077,0.54992,1.16057,0.88607,1.63474,0.000492625,0.000492625,0.000492625
166,1402.17,0.96864,0.90319,1.42577,0.89211,0.62775,0.80364,0.6414,0.00413,0.53551,1.2021,0.93099,1.71326,0.000489531,0.000489531,0.000489531
167,1412.63,0.97366,0.94609,1.42641,0.76808,0.70908,0.80551,0.64246,0.00768,0.5492,1.23608,0.93839,1.73618,0.000486437,0.000486437,0.000486437
168,1422.22,0.96777,0.91649,1.43751,0.78862,0.69447,0.78447,0.64119,0.00486,0.51802,1.20854,0.93064,1.70457,0.000483344,0.000483344,0.000483344
169,1432.18,0.9674,0.8967,1.45582,0.7615,0.71331,0.7849,0.66323,0.00852,0.53799,1.2333,0.93864,1.73509,0.00048025,0.00048025,0.00048025
170,1441.97,0.96772,0.93834,1.45391,0.76548,0.73939,0.81569,0.6881,0.01426,0.56004,1.20366,0.90597,1.68745,0.000477156,0.000477156,0.000477156
171,1451.91,0.93951,0.8711,1.40534,0.77353,0.74519,0.7943,0.65474,0.00566,0.53981,1.2335,0.92726,1.70678,0.000474062,0.000474062,0.000474062
172,1467.04,0.98375,0.94291,1.4554,0.68733,0.75684,0.77802,0.65829,0.01172,0.54666,1.17155,0.95117,1.65668,0.000470969,0.000470969,0.000470969
173,1476.94,0.951,0.9206,1.43223,0.83317,0.65973,0.77194,0.63292,0.00641,0.54413,1.14531,0.97643,1.62735,0.000467875,0.000467875,0.000467875
174,1487.12,1.00161,0.92916,1.43102,0.87593,0.66153,0.77046,0.62477,0.00766,0.53929,1.1515,0.95951,1.64173,0.000464781,0.000464781,0.000464781
175,1496.97,0.93962,0.92015,1.40906,0.86086,0.67645,0.77702,0.65501,0.01009,0.53051,1.16809,0.99114,1.65406,0.000461688,0.000461688,0.000461688
176,1506.81,0.99682,0.90301,1.45291,0.73645,0.71776,0.74715,0.65785,0.01567,0.51363,1.18223,0.97953,1.69688,0.000458594,0.000458594,0.000458594
177,1516.66,0.92698,0.88478,1.39192,0.74698,0.74235,0.76819,0.65258,0.01353,0.54641,1.14617,0.93388,1.66671,0.0004555,0.0004555,0.0004555
178,1525.92,0.94067,0.90435,1.41781,0.70449,0.75717,0.77783,0.63196,0.02291,0.56491,1.12497,0.90835,1.6371,0.000452406,0.000452406,0.000452406
179,1536,0.93579,0.88755,1.41046,0.90991,0.65773,0.78988,0.64331,0.00914,0.55159,1.14243,0.91305,1.66514,0.000449313,0.000449313,0.000449313
180,1545.47,0.93378,0.91624,1.43057,0.85551,0.72073,0.796,0.66821,0.00649,0.56407,1.15639,0.90522,1.64913,0.000446219,0.000446219,0.000446219
181,1555.54,0.94873,0.90334,1.43222,0.81516,0.77996,0.81314,0.69467,0.01134,0.58082,1.1581,0.85405,1.63554,0.000443125,0.000443125,0.000443125
182,1565.72,0.96602,0.92249,1.46866,0.80598,0.78572,0.80908,0.65961,0.01461,0.57562,1.14523,0.86502,1.63443,0.000440031,0.000440031,0.000440031
183,1575.84,0.92006,0.88117,1.42474,0.82753,0.75955,0.79535,0.67659,0.01206,0.5617,1.16311,0.89107,1.63987,0.000436938,0.000436938,0.000436938
184,1585.4,0.90204,0.83995,1.38999,0.7996,0.74964,0.79025,0.65227,0.01631,0.54242,1.16918,0.92785,1.64224,0.000433844,0.000433844,0.000433844
185,1595.24,0.93574,0.87372,1.41012,0.83122,0.7126,0.79032,0.65869,0.02536,0.54441,1.20441,0.91296,1.65958,0.00043075,0.00043075,0.00043075
186,1603.88,0.98049,0.93106,1.43445,0.82392,0.73948,0.83893,0.68157,0.02119,0.55881,1.19401,0.89886,1.6461,0.000427656,0.000427656,0.000427656
187,1614.37,0.95356,0.90473,1.43061,0.81107,0.76931,0.82945,0.6613,0.01012,0.57124,1.16596,0.88048,1.63905,0.000424562,0.000424562,0.000424562
188,1624.14,0.98095,0.90641,1.44534,0.80046,0.74519,0.79421,0.65751,0.00381,0.55103,1.17435,0.93287,1.6851,0.000421469,0.000421469,0.000421469
189,1634.6,0.93561,0.87222,1.43449,0.81311,0.72742,0.77744,0.58743,0.009,0.52213,1.17204,0.9358,1.67589,0.000418375,0.000418375,0.000418375
190,1643.19,0.87346,0.81596,1.38073,0.82087,0.71419,0.79122,0.6349,0.00665,0.53554,1.18386,0.92054,1.6432,0.000415281,0.000415281,0.000415281
191,1654.25,0.9281,0.83929,1.40557,0.86774,0.7421,0.81934,0.64867,0.02423,0.55418,1.14118,0.88746,1.60669,0.000412188,0.000412188,0.000412188
192,1663.94,0.88648,0.8197,1.35712,0.77927,0.70781,0.80717,0.67255,0.01222,0.5412,1.15493,0.92673,1.65397,0.000409094,0.000409094,0.000409094
193,1679.64,0.90556,0.84693,1.41967,0.81983,0.70697,0.81142,0.65906,0.00477,0.55069,1.14284,0.8839,1.63851,0.000406,0.000406,0.000406
194,1688.2,0.91567,0.86947,1.38992,0.70126,0.72297,0.7719,0.62354,0.01715,0.54131,1.15365,0.94315,1.61553,0.000402906,0.000402906,0.000402906
195,1698.5,0.9202,0.84621,1.38723,0.76357,0.73394,0.79011,0.64939,0.02022,0.53536,1.19292,0.97441,1.65313,0.000399813,0.000399813,0.000399813
196,1708.12,0.92856,0.8378,1.41596,0.79371,0.74702,0.79486,0.64376,0.01439,0.5493,1.14855,0.92465,1.62267,0.000396719,0.000396719,0.000396719
197,1717.71,0.91117,0.81404,1.36422,0.93314,0.73029,0.81323,0.67683,0.01279,0.57006,1.12636,0.87558,1.59851,0.000393625,0.000393625,0.000393625
198,1727.77,0.9517,0.88024,1.41353,0.8652,0.70441,0.80663,0.67129,0.00571,0.56189,1.15782,0.90128,1.62522,0.000390531,0.000390531,0.000390531
199,1738.84,0.90917,0.8183,1.39012,0.76033,0.76539,0.78895,0.63443,0.02494,0.54324,1.12115,0.92022,1.57165,0.000387437,0.000387437,0.000387437
200,1747.92,0.88665,0.79656,1.35808,0.76329,0.75692,0.79015,0.64497,0.02234,0.55644,1.09583,0.90342,1.56174,0.000384344,0.000384344,0.000384344
201,1757.74,0.8493,0.79228,1.33936,0.77474,0.79068,0.81392,0.64308,0.00949,0.55839,1.13392,0.91343,1.62225,0.00038125,0.00038125,0.00038125
202,1767.31,0.86082,0.80148,1.3561,0.81425,0.73813,0.82041,0.66369,0.0331,0.55892,1.12373,0.87594,1.61194,0.000378156,0.000378156,0.000378156
203,1776.67,0.86173,0.82418,1.37521,0.80134,0.72338,0.80259,0.61403,0.01785,0.53995,1.20444,0.89679,1.65484,0.000375063,0.000375063,0.000375063
204,1786.63,0.84828,0.77638,1.35896,0.79795,0.71225,0.79018,0.57917,0.04299,0.54399,1.20428,0.92011,1.63558,0.000371969,0.000371969,0.000371969
205,1796.81,0.93873,0.86868,1.39634,0.76014,0.73026,0.80168,0.67239,0.02481,0.5638,1.1331,0.90162,1.56423,0.000368875,0.000368875,0.000368875
206,1806.42,0.85929,0.78445,1.32758,0.76491,0.70781,0.81262,0.66908,0.02597,0.58006,1.1242,0.90543,1.57514,0.000365781,0.000365781,0.000365781
207,1816.55,0.85364,0.8179,1.33649,0.74333,0.76912,0.83719,0.71095,0.01516,0.59188,1.11159,0.88595,1.58392,0.000362687,0.000362687,0.000362687
208,1826.37,0.87553,0.79673,1.36008,0.80834,0.73263,0.85473,0.72105,0.01419,0.60379,1.14084,0.8542,1.60209,0.000359594,0.000359594,0.000359594
209,1836.67,0.87676,0.819,1.37447,0.71909,0.86907,0.84878,0.69243,0.00843,0.58852,1.16143,0.86995,1.6412,0.0003565,0.0003565,0.0003565
210,1845.23,0.83284,0.76655,1.33068,0.74573,0.79077,0.83988,0.71036,0.01341,0.59887,1.09609,0.84728,1.55948,0.000353406,0.000353406,0.000353406
211,1855.41,0.86029,0.80141,1.3701,0.69599,0.80006,0.8088,0.68339,0.00431,0.58034,1.09927,0.8715,1.56702,0.000350313,0.000350313,0.000350313
212,1865.53,0.81305,0.78582,1.32293,0.73363,0.807,0.81282,0.67946,0.0069,0.57416,1.11327,0.87116,1.61276,0.000347219,0.000347219,0.000347219
213,1875.35,0.86854,0.78462,1.35006,0.70007,0.83933,0.82855,0.7179,0.00729,0.58834,1.10722,0.86036,1.60355,0.000344125,0.000344125,0.000344125
214,1885.98,0.8439,0.82004,1.31619,0.7126,0.75041,0.8048,0.71193,0.01085,0.5812,1.13101,0.86954,1.6123,0.000341031,0.000341031,0.000341031
215,1895.95,0.85808,0.79006,1.34383,0.77404,0.73188,0.79213,0.67683,0.01224,0.56022,1.15279,0.8866,1.626,0.000337938,0.000337938,0.000337938
216,1905.59,0.82783,0.79937,1.30752,0.82406,0.70263,0.79067,0.67691,0.01059,0.54418,1.15283,0.90674,1.62648,0.000334844,0.000334844,0.000334844
217,1914.62,0.85432,0.79872,1.33178,0.74622,0.72815,0.78319,0.67798,0.01519,0.552,1.0965,0.90818,1.60686,0.00033175,0.00033175,0.00033175
218,1924.6,0.82174,0.78496,1.3285,0.77765,0.77502,0.80977,0.69503,0.02041,0.56785,1.0833,0.8673,1.56259,0.000328656,0.000328656,0.000328656
219,1943.64,0.83303,0.77287,1.30424,0.77568,0.8028,0.84689,0.73723,0.04194,0.60252,1.08547,0.82884,1.5471,0.000325563,0.000325563,0.000325563
220,1951.14,0.82706,0.78648,1.32491,0.86644,0.6963,0.84013,0.70664,0.04614,0.60083,1.13017,0.84548,1.58857,0.000322469,0.000322469,0.000322469
221,1961.32,0.84756,0.81382,1.33549,0.89282,0.69975,0.8375,0.69378,0.02238,0.59799,1.11584,0.85283,1.59163,0.000319375,0.000319375,0.000319375
222,1971.46,0.8845,0.78839,1.36328,0.79464,0.72456,0.82456,0.67367,0.0162,0.5723,1.12281,0.88468,1.60808,0.000316281,0.000316281,0.000316281
223,1980.9,0.88591,0.82336,1.36745,0.80093,0.71417,0.82484,0.68566,0.02268,0.56875,1.13914,0.87463,1.62892,0.000313187,0.000313187,0.000313187
224,1990.2,0.86443,0.79448,1.35508,0.79874,0.73813,0.8472,0.66468,0.0417,0.59288,1.10703,0.81133,1.6021,0.000310094,0.000310094,0.000310094
225,1999.86,0.82565,0.76693,1.3084,0.81633,0.73096,0.83463,0.68515,0.0342,0.59618,1.07274,0.81838,1.56208,0.000307,0.000307,0.000307
226,2010.14,0.83497,0.77954,1.35197,0.77924,0.77808,0.80176,0.68811,0.03722,0.57414,1.07058,0.8616,1.57666,0.000303906,0.000303906,0.000303906
227,2020.05,0.83059,0.79455,1.34792,0.76876,0.72742,0.799,0.65853,0.04301,0.56542,1.10738,0.92542,1.59475,0.000300812,0.000300812,0.000300812
228,2029.82,0.78751,0.72793,1.29298,0.73852,0.75484,0.79154,0.66142,0.03681,0.55487,1.15237,0.95085,1.63411,0.000297719,0.000297719,0.000297719
229,2040.12,0.87061,0.79943,1.35544,0.84428,0.73498,0.8091,0.71441,0.03295,0.58197,1.13674,0.94438,1.64798,0.000294625,0.000294625,0.000294625
230,2049.43,0.80907,0.79198,1.3223,0.8836,0.7232,0.81883,0.72872,0.00387,0.59541,1.11076,0.88926,1.61821,0.000291531,0.000291531,0.000291531
231,2059.68,0.81654,0.72771,1.28635,0.85733,0.75812,0.85045,0.7431,0.04236,0.61754,1.08801,0.8453,1.5586,0.000288438,0.000288438,0.000288438
232,2069.18,0.86105,0.80337,1.35907,0.86099,0.73513,0.86009,0.75766,0.013,0.62079,1.07366,0.82983,1.55497,0.000285344,0.000285344,0.000285344
233,2078.59,0.83218,0.80714,1.33712,0.8206,0.76369,0.86134,0.77502,0.04208,0.63862,1.03553,0.81082,1.51557,0.00028225,0.00028225,0.00028225
234,2088.8,0.85084,0.75504,1.32003,0.80588,0.78382,0.86251,0.78651,0.0122,0.64366,1.0389,0.81654,1.52085,0.000279156,0.000279156,0.000279156
235,2098.24,0.8255,0.76667,1.33246,0.80406,0.8552,0.85495,0.78224,0.01182,0.63432,1.07727,0.82585,1.58381,0.000276063,0.000276063,0.000276063
236,2108.16,0.80672,0.77203,1.30216,0.79667,0.83989,0.85789,0.75053,0.01018,0.62506,1.05793,0.83134,1.54561,0.000272969,0.000272969,0.000272969
237,2117.78,0.81486,0.74084,1.30149,0.76571,0.87979,0.87579,0.71909,0.01706,0.62431,1.05812,0.82832,1.52045,0.000269875,0.000269875,0.000269875
238,2127.45,0.82178,0.74921,1.33171,0.73969,0.90384,0.86501,0.7306,0.01676,0.61648,1.08014,0.86678,1.56127,0.000266781,0.000266781,0.000266781
239,2137.88,0.79438,0.73847,1.299,0.73962,0.82493,0.85913,0.72113,0.01064,0.61899,1.07308,0.86638,1.55091,0.000263687,0.000263687,0.000263687
240,2147.03,0.79668,0.74105,1.27684,0.89304,0.65253,0.81965,0.68543,0.00657,0.59111,1.06929,0.9021,1.52927,0.000260594,0.000260594,0.000260594
241,2157.16,0.79187,0.70681,1.27227,0.87847,0.65038,0.79873,0.70228,0.03485,0.58649,1.08191,0.89571,1.56249,0.0002575,0.0002575,0.0002575
242,2167.14,0.77703,0.71431,1.30197,0.73561,0.73813,0.78609,0.6854,0.03255,0.57158,1.08896,0.90436,1.57598,0.000254406,0.000254406,0.000254406
243,2176.83,0.79584,0.75508,1.28239,0.72718,0.73153,0.79537,0.68732,0.03237,0.5693,1.08857,0.90562,1.57274,0.000251313,0.000251313,0.000251313
244,2186.53,0.80374,0.72607,1.29197,0.76164,0.74519,0.80626,0.69969,0.04655,0.58508,1.06064,0.8579,1.54963,0.000248219,0.000248219,0.000248219
245,2196.12,0.79413,0.73973,1.29523,0.77669,0.77552,0.84608,0.71591,0.04464,0.6061,1.07111,0.82858,1.57595,0.000245125,0.000245125,0.000245125
246,2205.56,0.7885,0.74093,1.28721,0.79833,0.86018,0.86649,0.73607,0.05042,0.61726,1.07981,0.78345,1.57518,0.000242031,0.000242031,0.000242031
247,2215.61,0.78314,0.73739,1.29513,0.82124,0.80789,0.87164,0.74021,0.05537,0.6303,1.07713,0.78836,1.56759,0.000238937,0.000238937,0.000238937
248,2224.48,0.79167,0.75309,1.28156,0.77186,0.77477,0.84495,0.72624,0.02979,0.59322,1.06352,0.81282,1.57451,0.000235844,0.000235844,0.000235844
249,2234.88,0.76472,0.71119,1.29818,0.81027,0.72143,0.82647,0.70706,0.0438,0.58591,1.06181,0.83559,1.57221,0.00023275,0.00023275,0.00023275
250,2244.4,0.78335,0.72717,1.27582,0.81201,0.72191,0.83189,0.713,0.05397,0.60899,1.04051,0.82647,1.53286,0.000229656,0.000229656,0.000229656
251,2253.78,0.79946,0.74234,1.30727,0.86679,0.64514,0.83262,0.72491,0.05038,0.61566,1.04738,0.80745,1.55697,0.000226563,0.000226563,0.000226563
252,2263.23,0.77778,0.73444,1.28881,0.80972,0.74861,0.84418,0.7399,0.03456,0.61797,1.05443,0.81072,1.56261,0.000223469,0.000223469,0.000223469
253,2279.89,0.81409,0.75002,1.2995,0.81226,0.74826,0.83589,0.7222,0.0194,0.60395,1.0488,0.82292,1.54019,0.000220375,0.000220375,0.000220375
254,2288.59,0.79895,0.72161,1.28541,0.76526,0.77275,0.8412,0.74602,0.02098,0.62007,1.03097,0.81232,1.55302,0.000217281,0.000217281,0.000217281
255,2297.76,0.77944,0.71464,1.30642,0.78556,0.76625,0.85138,0.75208,0.02089,0.61034,1.05654,0.81766,1.57819,0.000214188,0.000214188,0.000214188
256,2307.53,0.75655,0.7157,1.25665,0.73667,0.81202,0.85753,0.72356,0.04163,0.6137,1.07486,0.81096,1.56312,0.000211094,0.000211094,0.000211094
257,2316.98,0.77488,0.70212,1.26262,0.73579,0.86462,0.8707,0.75129,0.05481,0.62354,1.06735,0.77395,1.55298,0.000208,0.000208,0.000208
258,2331.87,0.75957,0.68329,1.23459,0.82524,0.8132,0.88619,0.71887,0.02304,0.61711,1.09831,0.7878,1.58808,0.000204906,0.000204906,0.000204906
259,2340.41,0.80063,0.74721,1.30645,0.80942,0.81517,0.87875,0.71396,0.01853,0.60819,1.12295,0.81435,1.61001,0.000201812,0.000201812,0.000201812
260,2350.39,0.79271,0.73689,1.27883,0.83346,0.77553,0.86694,0.67728,0.04634,0.60136,1.09372,0.84146,1.58112,0.000198719,0.000198719,0.000198719
261,2360.67,0.73928,0.70827,1.24167,0.84182,0.7526,0.86898,0.69026,0.04501,0.60383,1.07422,0.81493,1.58025,0.000195625,0.000195625,0.000195625
262,2370.29,0.74299,0.71858,1.26378,0.79562,0.83181,0.8672,0.69586,0.04377,0.60934,1.05303,0.78903,1.57067,0.000192531,0.000192531,0.000192531
263,2379.74,0.7723,0.70545,1.258,0.82722,0.81835,0.86408,0.70802,0.04564,0.6184,1.0473,0.78595,1.5602,0.000189438,0.000189438,0.000189438
264,2389.58,0.72261,0.69012,1.23611,0.7935,0.80318,0.86114,0.75025,0.04846,0.61646,1.03274,0.77849,1.5433,0.000186344,0.000186344,0.000186344
265,2399.23,0.77222,0.7007,1.28334,0.82469,0.80617,0.85491,0.72617,0.01506,0.60795,1.04741,0.80828,1.55517,0.00018325,0.00018325,0.00018325
266,2408.83,0.72029,0.7009,1.23544,0.80159,0.83176,0.85199,0.68201,0.06152,0.61207,1.0667,0.81358,1.54425,0.000180156,0.000180156,0.000180156
267,2419.3,0.76495,0.69518,1.28399,0.82395,0.79594,0.86897,0.69511,0.04766,0.61854,1.04365,0.79452,1.52485,0.000177062,0.000177062,0.000177062
268,2428.95,0.71364,0.68062,1.22929,0.81746,0.80345,0.86147,0.73305,0.05808,0.61223,1.03108,0.79301,1.54565,0.000173969,0.000173969,0.000173969
269,2438.65,0.75351,0.70307,1.2732,0.87056,0.72219,0.85851,0.72922,0.05454,0.61097,1.03309,0.78742,1.55525,0.000170875,0.000170875,0.000170875
270,2449.17,0.74961,0.71232,1.24463,0.89227,0.73571,0.86232,0.72846,0.01411,0.61053,1.0446,0.78683,1.55715,0.000167781,0.000167781,0.000167781
271,2456.9,0.71809,0.69025,1.23304,0.81475,0.79211,0.87024,0.7173,0.04765,0.61547,1.04242,0.76184,1.55649,0.000164688,0.000164688,0.000164688
272,2464.26,0.71577,0.67963,1.22735,0.80514,0.80106,0.86646,0.70563,0.04636,0.61065,1.04751,0.77345,1.5464,0.000161594,0.000161594,0.000161594
273,2471.6,0.73616,0.68206,1.23887,0.84549,0.7723,0.87724,0.70255,0.0364,0.60866,1.06354,0.7838,1.54969,0.0001585,0.0001585,0.0001585
274,2478.36,0.73054,0.68983,1.23111,0.89712,0.71193,0.87197,0.70526,0.0381,0.61374,1.06551,0.79239,1.54299,0.000155406,0.000155406,0.000155406
275,2484.96,0.7283,0.68709,1.23951,0.82313,0.76073,0.86935,0.70338,0.04188,0.62066,1.06089,0.79028,1.53592,0.000152313,0.000152313,0.000152313
276,2491.66,0.70544,0.69731,1.24666,0.82632,0.76485,0.87376,0.70305,0.04012,0.6208,1.06209,0.77813,1.54077,0.000149219,0.000149219,0.000149219
277,2498.32,0.74716,0.72198,1.25677,0.78599,0.79607,0.86861,0.75063,0.05483,0.62607,1.06799,0.77394,1.55045,0.000146125,0.000146125,0.000146125
278,2504.79,0.76605,0.73686,1.24257,0.88988,0.73139,0.85804,0.738,0.05042,0.6209,1.05671,0.77523,1.55166,0.000143031,0.000143031,0.000143031
279,2511.64,0.72132,0.67839,1.23583,0.88583,0.77788,0.86491,0.75936,0.03913,0.62743,1.04342,0.77622,1.53835,0.000139938,0.000139938,0.000139938
280,2518.37,0.72029,0.67959,1.22331,0.91109,0.77191,0.86943,0.79216,0.04334,0.62746,1.04735,0.77707,1.54755,0.000136844,0.000136844,0.000136844
281,2524.8,0.70787,0.66126,1.21243,0.85393,0.77879,0.87047,0.77327,0.04318,0.62398,1.05304,0.77826,1.55052,0.00013375,0.00013375,0.00013375
282,2531.15,0.74719,0.67077,1.25572,0.81066,0.79557,0.86915,0.78746,0.04224,0.62601,1.06143,0.79524,1.54552,0.000130656,0.000130656,0.000130656
283,2537.63,0.72505,0.66955,1.23486,0.77249,0.79363,0.85149,0.77326,0.04624,0.62563,1.0409,0.80896,1.5245,0.000127563,0.000127563,0.000127563
284,2544.09,0.74007,0.68559,1.24794,0.81396,0.76871,0.85946,0.76481,0.04522,0.62514,1.03445,0.81249,1.5166,0.000124469,0.000124469,0.000124469
285,2550.79,0.73229,0.68134,1.23834,0.81868,0.77183,0.85639,0.71793,0.05136,0.61842,1.03228,0.81277,1.51773,0.000121375,0.000121375,0.000121375
286,2557.21,0.68969,0.63916,1.23206,0.81826,0.76559,0.83625,0.70314,0.04948,0.60704,1.02947,0.79643,1.51759,0.000118281,0.000118281,0.000118281
287,2563.61,0.70374,0.65031,1.23894,0.84438,0.76882,0.84471,0.7198,0.0409,0.6169,1.02573,0.7973,1.51289,0.000115187,0.000115187,0.000115187
288,2570.03,0.72992,0.72114,1.25799,0.8492,0.77291,0.85336,0.72373,0.0548,0.62274,1.02857,0.80447,1.51551,0.000112094,0.000112094,0.000112094
289,2576.49,0.75093,0.67594,1.25066,0.86396,0.739,0.85541,0.72367,0.05954,0.6184,1.03855,0.80916,1.52395,0.000109,0.000109,0.000109
290,2582.79,0.72203,0.66921,1.20406,0.87421,0.74597,0.85732,0.72379,0.04909,0.6074,1.05847,0.80876,1.52989,0.000105906,0.000105906,0.000105906
291,2589.04,0.69909,0.65813,1.20943,0.88087,0.74441,0.84525,0.69357,0.04221,0.59812,1.06262,0.81474,1.53601,0.000102812,0.000102812,0.000102812
292,2596.01,0.73546,0.68599,1.26239,0.88625,0.73901,0.84465,0.69409,0.0559,0.59056,1.05416,0.79777,1.54146,9.97187e-05,9.97187e-05,9.97187e-05
293,2602.36,0.71904,0.68383,1.25155,0.87323,0.745,0.85323,0.71277,0.05907,0.6041,1.05633,0.78655,1.54462,9.6625e-05,9.6625e-05,9.6625e-05
294,2609.06,0.70274,0.66262,1.20539,0.8671,0.74516,0.85067,0.68881,0.05374,0.5953,1.04587,0.79949,1.52679,9.35312e-05,9.35312e-05,9.35312e-05
295,2615.54,0.70652,0.6802,1.22411,0.91137,0.71854,0.85346,0.69142,0.04991,0.60298,1.03973,0.7826,1.52542,9.04375e-05,9.04375e-05,9.04375e-05
296,2622.06,0.72112,0.67201,1.24684,0.90866,0.69795,0.85997,0.71598,0.06762,0.60679,1.03595,0.77504,1.53606,8.73438e-05,8.73438e-05,8.73438e-05
297,2628.45,0.68959,0.67091,1.22679,0.80691,0.78347,0.86361,0.7259,0.063,0.61339,1.0337,0.76906,1.52909,8.425e-05,8.425e-05,8.425e-05
298,2635.06,0.70516,0.66584,1.22492,0.80321,0.76722,0.86447,0.69934,0.06583,0.60842,1.03174,0.79226,1.52324,8.11563e-05,8.11563e-05,8.11563e-05
299,2641.63,0.71097,0.66344,1.24346,0.88588,0.69919,0.86349,0.70359,0.06851,0.61417,1.02772,0.7929,1.51896,7.80625e-05,7.80625e-05,7.80625e-05
300,2648.14,0.72863,0.67361,1.25166,0.8759,0.69282,0.84905,0.73198,0.05728,0.61293,1.03487,0.79663,1.52633,7.49688e-05,7.49688e-05,7.49688e-05
301,2654.61,0.68499,0.61188,1.22886,0.87834,0.69332,0.84739,0.72809,0.02324,0.60977,1.02832,0.80207,1.52448,7.1875e-05,7.1875e-05,7.1875e-05
302,2660.86,0.71165,0.695,1.23165,0.87592,0.68803,0.84819,0.72156,0.05299,0.60903,1.01391,0.79507,1.51638,6.87812e-05,6.87812e-05,6.87812e-05
303,2667.74,0.67598,0.62072,1.21549,0.73525,0.81584,0.84702,0.72098,0.05575,0.60974,1.01349,0.78464,1.51261,6.56875e-05,6.56875e-05,6.56875e-05
304,2674.05,0.66024,0.6158,1.18787,0.87246,0.6872,0.84614,0.72233,0.05628,0.61424,1.0162,0.7809,1.50969,6.25937e-05,6.25937e-05,6.25937e-05
305,2680.61,0.74787,0.6662,1.24603,0.84117,0.70927,0.83253,0.72891,0.05911,0.60791,1.02031,0.78521,1.51462,5.95e-05,5.95e-05,5.95e-05
306,2687.14,0.6604,0.61418,1.17818,0.86082,0.69666,0.83203,0.74869,0.05586,0.6088,1.02064,0.78585,1.51703,5.64062e-05,5.64062e-05,5.64062e-05
307,2693.69,0.66782,0.64772,1.18718,0.81238,0.74082,0.84961,0.75397,0.02444,0.61611,1.00791,0.788,1.50359,5.33125e-05,5.33125e-05,5.33125e-05
308,2700.64,0.68099,0.65802,1.21608,0.81099,0.75152,0.85872,0.74769,0.02647,0.62066,1.0156,0.78745,1.50675,5.02188e-05,5.02188e-05,5.02188e-05
309,2707.5,0.70186,0.67116,1.22115,0.79804,0.77996,0.8588,0.75365,0.02471,0.62434,1.01885,0.78761,1.50952,4.7125e-05,4.7125e-05,4.7125e-05
310,2714.07,0.6804,0.65403,1.20936,0.80366,0.79771,0.86145,0.76376,0.02582,0.62826,1.02325,0.77904,1.51332,4.40313e-05,4.40313e-05,4.40313e-05
311,2724.17,0.5639,0.48728,1.05359,0.80953,0.77802,0.86246,0.72291,0.01935,0.61405,1.02923,0.79414,1.52546,4.09375e-05,4.09375e-05,4.09375e-05
312,2730.71,0.55663,0.50599,1.07776,0.82605,0.76198,0.85818,0.70697,0.01713,0.60877,1.05429,0.81605,1.56941,3.78437e-05,3.78437e-05,3.78437e-05
313,2737.09,0.54105,0.46458,1.02713,0.86552,0.74409,0.8632,0.71497,0.01324,0.60555,1.05528,0.82862,1.57847,3.475e-05,3.475e-05,3.475e-05
314,2744.12,0.5341,0.45531,1.05013,0.87842,0.73341,0.86545,0.72406,0.01084,0.60973,1.05488,0.81051,1.57632,3.16562e-05,3.16562e-05,3.16562e-05
315,2750.86,0.56017,0.47726,1.06756,0.80831,0.76219,0.86092,0.71936,0.01074,0.60096,1.05838,0.80425,1.5744,2.85625e-05,2.85625e-05,2.85625e-05
316,2757.49,0.51128,0.44021,1.02636,0.82979,0.76853,0.86798,0.73557,0.00869,0.61065,1.0653,0.80041,1.57705,2.54687e-05,2.54687e-05,2.54687e-05
317,2764.52,0.50701,0.42856,1.01918,0.84968,0.75959,0.86598,0.73448,0.01003,0.61381,1.06766,0.78903,1.57114,2.2375e-05,2.2375e-05,2.2375e-05
318,2770.94,0.52515,0.44424,1.06054,0.84828,0.74775,0.86812,0.73969,0.01419,0.61518,1.06596,0.79217,1.5684,1.92813e-05,1.92813e-05,1.92813e-05
319,2777.79,0.48081,0.42419,1.01605,0.89091,0.70519,0.86278,0.73974,0.01294,0.61025,1.06126,0.78873,1.56585,1.61875e-05,1.61875e-05,1.61875e-05
320,2784.7,0.52214,0.43541,1.03607,0.83282,0.78157,0.86886,0.74281,0.01146,0.61455,1.05742,0.7778,1.56049,1.30938e-05,1.30938e-05,1.30938e-05
